0,0.246429,0.813759,1.002564,0.7422781,0.8599682,0.8350629
0.00333334,0.2366622,0.8050299,0.9992675,0.7412404,0.8589305,0.8328654
0.00666668,0.2355634,0.8061287,0.9981687,0.7357466,0.8512391,0.8284702
0.01000001,0.2442925,0.813759,1.005799,0.7401416,0.8599682,0.8350629
0.01333335,0.2344646,0.809425,0.9992675,0.7259187,0.8458064,0.8241363
0.01666669,0.2453913,0.813759,1.002564,0.7433769,0.8589305,0.8361616
0.02000003,0.2409962,0.813759,1.001465,0.7455744,0.861067,0.8372604
0.02333336,0.2311684,0.8028934,0.9938347,0.7303138,0.8447076,0.8219387
0.0266667,0.2431937,0.813759,1.006898,0.7412404,0.8621658,0.8350629
0.03000004,0.2387987,0.8126602,1.003663,0.7314125,0.8502014,0.8274325
0.03333338,0.237761,0.809425,0.997131,0.733549,0.8534367,0.8317665
0.03666671,0.246429,0.8159565,1.006898,0.7477719,0.8665608,0.8404956
0.04000005,0.2333659,0.8039311,0.9960322,0.7314125,0.8491027,0.8274325
0.04333339,0.2475278,0.8159565,1.011293,0.7444756,0.8643633,0.8383592
0.04666673,0.2409962,0.8159565,1.004761,0.733549,0.8523379,0.829569
0.05000006,0.2398974,0.8083262,0.9960322,0.733549,0.8512391,0.8274325
0.0533334,0.2442925,0.8159565,1.002564,0.7455744,0.8632646,0.8383592
0.05666674,0.2366622,0.8072274,0.997131,0.7368453,0.8512391,0.8284702
0.06000008,0.2409962,0.8126602,1.005799,0.7401416,0.8589305,0.8372604
0.06333341,0.2409962,0.8148578,1.003663,0.7303138,0.8480039,0.825235
0.06666675,0.2387987,0.8104627,0.9992675,0.7368453,0.8545355,0.8317665
0.07000009,0.2442925,0.813759,1.001465,0.7433769,0.861067,0.8372604
0.07333343,0.2366622,0.8104627,0.9981687,0.7314125,0.8480039,0.8263338
0.07666676,0.2366622,0.8072274,1.001465,0.733549,0.8556342,0.8306678
0.0800001,0.2387987,0.8126602,1.002564,0.7314125,0.8491027,0.8263338
0.08333344,0.2409962,0.809425,0.997131,0.7357466,0.8545355,0.8306678
0.08666678,0.242095,0.8126602,1.001465,0.7444756,0.861067,0.8372604
0.09000012,0.2387987,0.8104627,0.9981687,0.733549,0.8491027,0.825235
0.09333345,0.2366622,0.809425,1.001465,0.7357466,0.8556342,0.8317665
0.09666679,0.2431937,0.8170553,1.005799,0.733549,0.8512391,0.8284702
0.10000013,0.242095,0.8104627,0.997131,0.7346478,0.8545355,0.8317665
0.10333347,0.2453913,0.8159565,1.002564,0.7444756,0.8621658,0.8350629
0.1066668,0.237761,0.8072274,0.9981687,0.7346478,0.8502014,0.8274325
0.11000014,0.2387987,0.8104627,1.005799,0.7368453,0.8578318,0.8339641
0.11333348,0.2431937,0.8170553,1.005799,0.7325113,0.8502014,0.8274325
0.11666682,0.242095,0.8115615,0.9981687,0.7357466,0.8534367,0.829569
0.12000015,0.2453913,0.813759,1.002564,0.7444756,0.8621658,0.8383592
0.12333349,0.2387987,0.8083262,1.000366,0.7368453,0.8523379,0.8284702
0.12666683,0.2431937,0.8159565,1.006898,0.7433769,0.8621658,0.8394579
0.13000017,0.237761,0.8115615,1.003663,0.7303138,0.8502014,0.8263338
0.1333335,0.2387987,0.8104627,0.9960322,0.7357466,0.8545355,0.8306678
0.13666684,0.2409962,0.8126602,1.001465,0.7422781,0.8621658,0.8361616
0.14000018,0.2366622,0.8083262,0.9992675,0.7368453,0.8512391,0.829569
0.14333352,0.242095,0.8148578,1.009095,0.7422781,0.8621658,0.8383592
0.14666685,0.2344646,0.8115615,1.001465,0.7270175,0.8469051,0.8263338
0.15000019,0.2431937,0.8115615,0.9981687,0.7357466,0.8534367,0.8306678
0.15333353,0.2431937,0.8126602,1.000366,0.7422781,0.861067,0.8350629
0.15666687,0.2366622,0.8104627,0.9992675,0.7346478,0.8491027,0.8274325
0.16000021,0.2442925,0.8148578,1.007997,0.7444756,0.8632646,0.8372604
0.16333354,0.2366622,0.809425,1.001465,0.729215,0.8480039,0.8263338
0.16666688,0.2398974,0.8104627,0.9981687,0.7357466,0.8545355,0.8317665
0.17000022,0.2453913,0.8115615,1.000366,0.7422781,0.861067,0.8350629
0.17333356,0.2366622,0.8061287,0.9992675,0.7357466,0.8491027,0.8284702
0.17666689,0.242095,0.813759,1.004761,0.7390428,0.8599682,0.8361616
0.18000023,0.2355634,0.8104627,1.002564,0.7303138,0.8491027,0.8263338
0.18333357,0.242095,0.8115615,0.9981687,0.7379441,0.8556342,0.8328654
0.18666691,0.242095,0.8126602,1.001465,0.7412404,0.861067,0.8350629
0.19000024,0.2398974,0.8104627,0.9992675,0.7346478,0.8512391,0.8274325
0.19333358,0.2398974,0.8104627,1.002564,0.7401416,0.8578318,0.8339641
0.19666692,0.2398974,0.8115615,1.004761,0.7314125,0.8491027,0.8263338
0.20000026,0.2409962,0.8104627,0.9992675,0.7379441,0.856733,0.8328654
0.20333359,0.2442925,0.8148578,1.003663,0.7455744,0.8643633,0.8394579
0.20666693,0.2387987,0.8104627,0.9981687,0.7346478,0.8502014,0.8284702
0.21000027,0.237761,0.809425,1.001465,0.7368453,0.8556342,0.8306678
0.21333361,0.2387987,0.8104627,1.003663,0.7314125,0.8502014,0.8263338
0.21666694,0.2409962,0.8083262,0.9992675,0.7357466,0.8545355,0.8328654
0.22000028,0.242095,0.8126602,1.001465,0.7422781,0.8621658,0.8350629
0.22333362,0.2387987,0.8104627,0.9981687,0.7346478,0.8491027,0.8263338
0.22666696,0.2333659,0.8072274,0.9981687,0.7325113,0.8545355,0.829569
0.23000029,0.2355634,0.809425,1.001465,0.7314125,0.8491027,0.8274325
0.23333363,0.2431937,0.8126602,1.001465,0.7379441,0.856733,0.8339641
0.23666697,0.2409962,0.8104627,1.001465,0.7412404,0.8599682,0.8328654
0.24000031,0.237761,0.8104627,0.9981687,0.733549,0.8491027,0.8263338
0.24333365,0.2387987,0.8083262,0.9992675,0.7346478,0.8556342,0.829569
0.24666698,0.2366622,0.8115615,1.002564,0.7303138,0.8491027,0.8263338
0.25000032,0.2431937,0.8115615,1.001465,0.7379441,0.856733,0.8317665
0.25333366,0.242095,0.8126602,1.001465,0.7422781,0.8621658,0.8372604
0.256667,0.2333659,0.8039311,0.997131,0.7325113,0.8480039,0.825235
0.26000033,0.242095,0.8115615,1.003663,0.7390428,0.861067,0.8361616
0.26333367,0.2344646,0.809425,1.001465,0.729215,0.8491027,0.8241363
0.26666701,0.2431937,0.8126602,1.001465,0.7357466,0.8556342,0.8339641
0.27000035,0.2475278,0.8148578,1.003663,0.7444756,0.8643633,0.8372604
0.27333368,0.2387987,0.8083262,0.997131,0.733549,0.8502014,0.825235
0.27666702,0.2442925,0.8126602,1.003663,0.7422781,0.8621658,0.8383592
0.28000036,0.237761,0.8104627,1.002564,0.7314125,0.8491027,0.8274325
0.2833337,0.2409962,0.809425,0.997131,0.7346478,0.8534367,0.829569
0.28666703,0.2453913,0.8159565,1.002564,0.7455744,0.8632646,0.8404956
0.29000037,0.2355634,0.8061287,0.9960322,0.729215,0.8458064,0.8230374
0.29333371,0.2497253,0.818093,1.005799,0.7433769,0.8643633,0.8383592
0.29666705,0.2366622,0.8104627,1.002564,0.7303138,0.8502014,0.8284702
0.30000038,0.2333659,0.8039311,0.9938347,0.7303138,0.8523379,0.8274325
0.30333372,0.2475278,0.8170553,1.005799,0.7477719,0.8654621,0.8415944
0.30666706,0.2344646,0.8083262,0.9949334,0.7325113,0.8480039,0.8241363
0.3100004,0.2431937,0.8126602,1.003663,0.7422781,0.8632646,0.8394579
0.31333373,0.2409962,0.8126602,1.004761,0.7325113,0.8534367,0.829569
0.31666707,0.2322671,0.8017946,0.9938347,0.729215,0.8512391,0.8284702
0.32000041,0.2486265,0.8170553,1.004761,0.7477719,0.8654621,0.8394579
0.32333375,0.2398974,0.809425,0.9981687,0.7357466,0.8512391,0.8274325
0.32666709,0.2409962,0.8104627,1.002564,0.7390428,0.8632646,0.8372604
0.33000042,0.2409962,0.813759,1.006898,0.7357466,0.8534367,0.829569
0.33333376,0.2355634,0.8072274,0.9938347,0.7303138,0.8512391,0.8274325
0.3366671,0.246429,0.8159565,1.003663,0.7466732,0.8643633,0.8383592
0.34000044,0.2431937,0.8126602,1.002564,0.7390428,0.8556342,0.829569
0.34333377,0.2409962,0.809425,1.001465,0.7390428,0.861067,0.8361616
0.34666711,0.2398974,0.813759,1.006898,0.7357466,0.8545355,0.8317665
0.35000045,0.2387987,0.8083262,0.9960322,0.733549,0.8523379,0.829569
0.35333379,0.2409962,0.8115615,1.001465,0.7412404,0.8599682,0.8361616
0.35666712,0.2442925,0.8148578,1.004761,0.7412404,0.856733,0.8306678
0.36000046,0.2442925,0.813759,1.001465,0.7368453,0.8599682,0.8361616
0.3633338,0.2398974,0.8115615,1.003663,0.7325113,0.8523379,0.8284702
0.36666714,0.242095,0.809425,0.9992675,0.7379441,0.8599682,0.8328654
0.37000047,0.2409962,0.809425,0.9992675,0.7390428,0.8589305,0.8339641
0.37333381,0.2431937,0.8148578,1.002564,0.7390428,0.8556342,0.8317665
0.37666715,0.2431937,0.8126602,1.001465,0.7379441,0.8599682,0.8339641
0.38000049,0.2387987,0.8126602,1.001465,0.7259187,0.8491027,0.825235
0.38333382,0.2409962,0.809425,0.9992675,0.7379441,0.856733,0.8339641
0.38666716,0.2387987,0.8083262,0.9960322,0.7368453,0.856733,0.8317665
0.3900005,0.2387987,0.8126602,1.000366,0.7357466,0.8545355,0.8317665
0.39333384,0.2486265,0.8159565,1.003663,0.7390428,0.8632646,0.8361616
0.39666717,0.2300696,0.8050299,0.9992675,0.7226834,0.8447076,0.8230374
0.40000051,0.2442925,0.8115615,1.002564,0.7412404,0.8599682,0.8361616
0.40333385,0.2409962,0.8115615,1.000366,0.7401416,0.8599682,0.8350629
0.40666719,0.2387987,0.8104627,0.9981687,0.7346478,0.8512391,0.8274325
0.41000053,0.2453913,0.8148578,1.003663,0.7401416,0.8621658,0.8372604
0.41333386,0.2322671,0.8072274,0.9992675,0.7248199,0.8469051,0.8241363
0.4166672,0.2409962,0.8083262,1.002564,0.7379441,0.8599682,0.8339641
0.42000054,0.2387987,0.809425,1.000366,0.7401416,0.8632646,0.8372604
0.42333388,0.2355634,0.8061287,0.997131,0.7303138,0.8491027,0.825235
0.42666721,0.2453913,0.8126602,1.001465,0.7368453,0.8621658,0.8383592
0.43000055,0.237761,0.8126602,1.003663,0.7270175,0.8480039,0.8274325
0.43333389,0.2409962,0.8083262,1.000366,0.7357466,0.8578318,0.8350629
0.43666723,0.2398974,0.8083262,1.000366,0.7379441,0.8621658,0.8372604
0.44000056,0.2322671,0.8039311,0.9960322,0.729215,0.8512391,0.8274325
0.4433339,0.2453913,0.8126602,0.9992675,0.7346478,0.8589305,0.8350629
0.44666724,0.2398974,0.813759,1.003663,0.7281162,0.8502014,0.8274325
0.45000058,0.237761,0.8061287,0.9992675,0.733549,0.856733,0.8339641
0.45333391,0.237761,0.8083262,1.000366,0.7379441,0.8632646,0.8383592
0.45666725,0.237761,0.8072274,0.9981687,0.7314125,0.8512391,0.8284702
0.46000059,0.2409962,0.809425,0.9981687,0.729215,0.8578318,0.8339641
0.46333393,0.2409962,0.8159565,1.003663,0.7270175,0.8491027,0.8284702
0.46666726,0.2409962,0.8115615,0.9981687,0.733549,0.856733,0.8350629
0.4700006,0.2409962,0.809425,1.000366,0.7368453,0.861067,0.8350629
0.47333394,0.2366622,0.8072274,1.000366,0.7314125,0.8523379,0.8306678
0.47666728,0.242095,0.8104627,0.9981687,0.7303138,0.8589305,0.8328654
0.48000062,0.2387987,0.813759,1.002564,0.7248199,0.8502014,0.8284702
0.48333395,0.246429,0.813759,1.002564,0.7346478,0.8599682,0.8361616
0.48666729,0.237761,0.8072274,0.9981687,0.7346478,0.8599682,0.8339641
0.49000063,0.237761,0.809425,1.000366,0.7325113,0.8545355,0.8317665
0.49333397,0.237761,0.8072274,0.9949334,0.7270175,0.8534367,0.8317665
0.4966673,0.2387987,0.8126602,1.001465,0.7226834,0.8469051,0.825235
0.50000064,0.2453913,0.8159565,1.002564,0.7357466,0.861067,0.8394579
0.50333398,0.2366622,0.8072274,1.000366,0.7325113,0.8599682,0.8361616
0.50666732,0.237761,0.8061287,1.000366,0.7325113,0.8534367,0.8306678
0.51000065,0.2398974,0.8104627,0.9981687,0.7270175,0.8578318,0.8339641
0.51333399,0.2355634,0.8115615,1.000366,0.7215847,0.8480039,0.8274325
0.51666733,0.2431937,0.813759,1.000366,0.7346478,0.8599682,0.8361616
0.52000067,0.2398974,0.8072274,0.9992675,0.7357466,0.861067,0.8372604
0.523334,0.2387987,0.8061287,0.9981687,0.729215,0.8502014,0.8284702
0.52666734,0.2409962,0.8115615,0.9981687,0.7303138,0.8578318,0.8350629
0.53000068,0.2344646,0.8083262,0.9992675,0.7193871,0.8458064,0.825235
0.53333402,0.2475278,0.8170553,1.002564,0.7368453,0.861067,0.8394579
0.53666735,0.2409962,0.813759,1.001465,0.7357466,0.8621658,0.8394579
0.54000069,0.2333659,0.8039311,0.9949334,0.7270175,0.8502014,0.8274325
0.54333403,0.2409962,0.8083262,1.000366,0.7303138,0.8589305,0.8361616
0.54666737,0.2366622,0.8126602,1.001465,0.7215847,0.8469051,0.8263338
0.5500007,0.2431937,0.813759,1.000366,0.7325113,0.8578318,0.8350629
0.55333404,0.2453913,0.8148578,1.002564,0.7379441,0.8621658,0.8415944
0.55666738,0.2322671,0.8039311,0.9938347,0.7248199,0.8469051,0.8274325
0.56000072,0.2387987,0.8083262,0.9992675,0.7303138,0.8599682,0.8361616
0.56333406,0.2366622,0.8104627,1.001465,0.7215847,0.8469051,0.8263338
